Year,Month,ZIP,Customer Type,Monthly Usage (kWh)
2016,4,37027,RESIDENTIAL,4928870
2016,4,37086,SEASONAL CUSTOMER,2164
2016,4,37213,COMMERCIAL,123154
2016,4,37027,OUTDOOR LIGHTING,32464
2016,4,37237,COMMERCIAL,504000
2016,4,37203,COMMERCIAL,59303433
2016,4,37076,RESIDENTIAL,3536036
2016,4,37220,COMMERCIAL,1441123
2016,4,37211,OUTDOOR LIGHTING,13820
2016,4,37216,COMMERCIAL,2614820
2016,4,37209,OUTDOOR LIGHTING,12462
2016,4,37066,RESIDENTIAL,320602
2016,4,37069,COMMERCIAL,5135
2016,4,37227,COMMERCIAL,63500
2016,4,37205,OUTDOOR LIGHTING,2933
2016,4,37138,COMMERCIAL,399513
2016,4,37228,RESIDENTIAL,37855
2016,4,37209,RESIDENTIAL,3289101
2016,4,37073,COMMERCIAL,35080
2016,4,37115,COMMERCIAL,1420223
2016,1,"37227
(36.129798, -86.666977)",COMMERCIAL,50020
2016,5,37237,COMMERCIAL,560000
2016,5,"37219
(36.167467, -86.783669)",COMMERCIAL,225130
2016,5,"37069
(35.985493, -86.899213)",COMMERCIAL,5190
2016,5,"37152
(36.396526, -86.765833)",COMMERCIAL,55800
2017,5,37237,COMMERCIAL,592000
2016,5,"37204
(36.109305, -86.776748)",COMMERCIAL,1355814
2016,5,"37204
(36.109305, -86.776748)",RESIDENTIAL,1472962
2016,5,"37072
(36.350389, -86.731255)",COMMERCIAL,1206634
2016,5,"37122
(36.187906, -86.500085)",RESIDENTIAL,399062
2016,5,"37207
(36.224945, -86.775061)",OUTDOOR LIGHTING,3195
2016,5,"37207
(36.224945, -86.775061)",RESIDENTIAL,4661964
2016,5,"37069
(35.985493, -86.899213)",COMMERCIAL,57800
2016,5,"37206
(36.18095, -86.739624)",RESIDENTIAL,1992022
2016,5,"37076
(36.175185, -86.5933)",OUTDOOR LIGHTING,0
2016,5,"37203
(36.150195, -86.790206)",RESIDENTIAL,564564
2016,5,"37203
(36.150195, -86.790206)",COMMERCIAL,63099282
2016,5,"37242
(36.165017, -86.782171)",COMMERCIAL,350400
2016,5,"37208
(36.176427, -86.805176)",RESIDENTIAL,1439783
2016,5,"37066
(36.387698, -86.459057)",COMMERCIAL,535457
2016,5,"37205
(36.112469, -86.867263)",SEASONAL CUSTOMER,15680
2016,5,"37218
(36.210699, -86.866798)",COMMERCIAL,393145
2016,5,"37213
(36.167552, -86.767564)",COMMERCIAL,119062
2016,5,"37189
(36.279393, -86.826731)",COMMERCIAL,1014903
2016,5,"37229
(36.166687, -86.779932)",COMMERCIAL,934950
2016,5,"37073
(36.42764, -86.812249)",COMMERCIAL,18227
2016,5,"37218
(36.210699, -86.866798)",OUTDOOR LIGHTING,0
2016,5,"37211
(36.069132, -86.724578)",COMMERCIAL,2479002
2016,5,"37208
(36.176427, -86.805176)",COMMERCIAL,744704
2016,5,"37152
(36.396526, -86.765833)",RESIDENTIAL,5035
2016,5,"37201
(36.164553, -86.776977)",RESIDENTIAL,44045
2016,5,"37080
(36.331509, -86.915843)",COMMERCIAL,204855
2016,5,"37122
(36.187906, -86.500085)",COMMERCIAL,5121
2016,5,"37086
(36.014912, -86.5643)",COMMERCIAL,505696
2016,5,"37015
(36.29003, -87.070106)",COMMERCIAL,44625
2016,5,"37143
(36.12259, -87.03587)",RESIDENTIAL,352309
2016,5,"37209
(36.149599, -86.874487)",RESIDENTIAL,2760038
2016,5,"37076
(36.175185, -86.5933)",RESIDENTIAL,3427718
2016,5,"37072
(36.350389, -86.731255)",OUTDOOR LIGHTING,20475
2016,5,"37138
(36.239455, -86.611783)",OUTDOOR LIGHTING,19457
2016,5,"37027
(36.00245, -86.778709)",RESIDENTIAL,5466469
2016,5,"37138
(36.239455, -86.611783)",RESIDENTIAL,2572808
2016,5,"37243
(36.166899, -86.77672)",COMMERCIAL,2202320
2016,5,"37189
(36.279393, -86.826731)",RESIDENTIAL,575427
2016,5,"37204
(36.109305, -86.776748)",OUTDOOR LIGHTING,12190
2016,5,"37210
(36.140869, -86.738847)",COMMERCIAL,2140345
2016,5,"37228
(36.193837, -86.803025)",OUTDOOR LIGHTING,311
2016,5,"37143
(36.12259, -87.03587)",COMMERCIAL,17890
2016,5,"37221
(36.064367, -86.96029)",COMMERCIAL,766450
2016,5,"37205
(36.112469, -86.867263)",COMMERCIAL,9210332
2016,5,"37201
(36.164553, -86.776977)",COMMERCIAL,7668374
2016,5,"37217
(36.106646, -86.667608)",COMMERCIAL,1112581
2016,5,"37075
(36.323052, -86.60557)",RESIDENTIAL,5507286
2016,5,"37115
(36.262567, -86.704171)",COMMERCIAL,8597000
2016,5,"37138
(36.239455, -86.611783)",COMMERCIAL,22046886
2016,5,"37189
(36.279393, -86.826731)",COMMERCIAL,1597861
2016,5,"37072
(36.350389, -86.731255)",SEASONAL CUSTOMER,920
2016,5,"37086
(36.014912, -86.5643)",RESIDENTIAL,1792499
2016,5,"37203
(36.150195, -86.790206)",OUTDOOR LIGHTING,1521
2016,5,"37213
(36.167552, -86.767564)",RESIDENTIAL,626
2016,5,"37218
(36.210699, -86.866798)",RESIDENTIAL,2492481
2016,5,"37215
(36.091316, -86.827959)",RESIDENTIAL,4928771
2016,5,"37076
(36.175185, -86.5933)",COMMERCIAL,7001740
2016,5,"37205
(36.112469, -86.867263)",RESIDENTIAL,5333066
2016,5,"37238
(36.166067, -86.779698)",COMMERCIAL,103500
2016,5,"37080
(36.331509, -86.915843)",COMMERCIAL,432518
2016,5,"37217
(36.106646, -86.667608)",COMMERCIAL,10749071
2016,5,"37234
(36.159965, -86.783617)",COMMERCIAL,40
2016,5,"37212
(36.133256, -86.801456)",SEASONAL CUSTOMER,0
2016,5,"37027
(36.00245, -86.778709)",OUTDOOR LIGHTING,42655
2016,5,"37072
(36.350389, -86.731255)",RESIDENTIAL,4545387
2016,5,"37206
(36.18095, -86.739624)",COMMERCIAL,2806099
2016,5,"37212
(36.133256, -86.801456)",COMMERCIAL,8875547
2016,5,"37075
(36.323052, -86.60557)",OUTDOOR LIGHTING,96050
2016,5,"37205
(36.112469, -86.867263)",OUTDOOR LIGHTING,1593
2016,5,"37201
(36.164553, -86.776977)",COMMERCIAL,159866
2016,5,"37211
(36.069132, -86.724578)",OUTDOOR LIGHTING,11940
2016,5,"37115
(36.262567, -86.704171)",COMMERCIAL,1357902
2016,5,"37243
(36.166899, -86.77672)",COMMERCIAL,68548
2016,5,"37207
(36.224945, -86.775061)",COMMERCIAL,14334529
2016,5,"37216
(36.216134, -86.726204)",COMMERCIAL,2688155
2016,5,"37115
(36.262567, -86.704171)",OUTDOOR LIGHTING,2689
2016,5,"37076
(36.175185, -86.5933)",COMMERCIAL,814828
2016,5,"37206
(36.18095, -86.739624)",OUTDOOR LIGHTING,7637
2016,5,"37013
(36.049335, -86.641832)",OUTDOOR LIGHTING,5330
2016,5,"37189
(36.279393, -86.826731)",OUTDOOR LIGHTING,0
2016,5,"37115
(36.262567, -86.704171)",RESIDENTIAL,3985128
2016,5,"37206
(36.18095, -86.739624)",COMMERCIAL,832536
2016,5,"37217
(36.106646, -86.667608)",OUTDOOR LIGHTING,1980
2016,5,"37080
(36.331509, -86.915843)",OUTDOOR LIGHTING,8400
2016,5,"37015
(36.29003, -87.070106)",COMMERCIAL,4419
2016,5,"37210
(36.140869, -86.738847)",SEASONAL CUSTOMER,0
2016,5,"37220
(36.06788, -86.776955)",OUTDOOR LIGHTING,12674
2016,5,"37211
(36.069132, -86.724578)",RESIDENTIAL,5354821
2016,5,"37228
(36.193837, -86.803025)",COMMERCIAL,4771293
2016,5,"37221
(36.064367, -86.96029)",RESIDENTIAL,4543763
2016,5,"37219
(36.167467, -86.783669)",RESIDENTIAL,16615
2016,5,"37086
(36.014912, -86.5643)",SEASONAL CUSTOMER,1085
2016,5,"37215
(36.091316, -86.827959)",COMMERCIAL,938105
2016,5,"37135
(35.946013, -86.661944)",RESIDENTIAL,116097
2016,5,"37228
(36.193837, -86.803025)",COMMERCIAL,189038
2016,5,"37082
(36.08832, -87.117051)",COMMERCIAL,472
2016,5,"37202
(36.158527, -86.782923)",COMMERCIAL,23000
2016,5,"37209
(36.149599, -86.874487)",COMMERCIAL,25465346
2016,5,"37214
(36.168995, -86.667231)",RESIDENTIAL,3256416
2016,5,"37227
(36.129798, -86.666977)",COMMERCIAL,528
2016,5,"37069
(35.985493, -86.899213)",RESIDENTIAL,419766
2016,5,"37208
(36.176427, -86.805176)",COMMERCIAL,14113279
2016,5,"37243
(36.166899, -86.77672)",RESIDENTIAL,22323
2016,5,"37228
(36.193837, -86.803025)",RESIDENTIAL,37122
2016,5,"37080
(36.331509, -86.915843)",RESIDENTIAL,970934
2016,5,"37227
(36.129798, -86.666977)",COMMERCIAL,74400
2016,5,"37212
(36.133256, -86.801456)",RESIDENTIAL,1306895
2016,5,"37203
(36.150195, -86.790206)",COMMERCIAL,1883390
2016,5,"37205
(36.112469, -86.867263)",COMMERCIAL,716583
2016,5,"37210
(36.140869, -86.738847)",RESIDENTIAL,1052212
2016,5,"37138
(36.239455, -86.611783)",COMMERCIAL,400840
2016,5,"37216
(36.216134, -86.726204)",RESIDENTIAL,2145272
2016,5,"37013
(36.049335, -86.641832)",COMMERCIAL,13108717
2016,5,"37217
(36.106646, -86.667608)",RESIDENTIAL,2207555
2016,5,"37213
(36.167552, -86.767564)",COMMERCIAL,2826186
2016,5,"37220
(36.06788, -86.776955)",COMMERCIAL,1530238
2016,5,"37027
(36.00245, -86.778709)",COMMERCIAL,916380
2016,5,"37220
(36.06788, -86.776955)",COMMERCIAL,190276
2016,5,"37064
(35.889628, -86.926986)",RESIDENTIAL,5555
2016,5,"37212
(36.133256, -86.801456)",OUTDOOR LIGHTING,41271
2016,5,"37221
(36.064367, -86.96029)",COMMERCIAL,3505195
2016,5,"37013
(36.049335, -86.641832)",RESIDENTIAL,5378275
2016,5,"37073
(36.42764, -86.812249)",COMMERCIAL,39040
2016,5,"37220
(36.06788, -86.776955)",RESIDENTIAL,1713314
2016,5,"37210
(36.140869, -86.738847)",COMMERCIAL,24331014
2016,5,"37219
(36.167467, -86.783669)",COMMERCIAL,5973214
2016,5,"37066
(36.387698, -86.459057)",RESIDENTIAL,321857
2016,5,"37013
(36.049335, -86.641832)",COMMERCIAL,1029841
2016,5,"37207
(36.224945, -86.775061)",COMMERCIAL,1304780
2016,5,"37072
(36.350389, -86.731255)",COMMERCIAL,9428402
2016,5,"37212
(36.133256, -86.801456)",COMMERCIAL,759867
2016,5,"37221
(36.064367, -86.96029)",OUTDOOR LIGHTING,13831
2016,5,"37073
(36.42764, -86.812249)",RESIDENTIAL,52543
2016,5,"37215
(36.091316, -86.827959)",COMMERCIAL,4022628
2016,5,"37152
(36.396526, -86.765833)",COMMERCIAL,15311
2016,5,"37211
(36.069132, -86.724578)",COMMERCIAL,17612733
2016,5,"37135
(35.946013, -86.661944)",COMMERCIAL,2185
2016,5,"37075
(36.323052, -86.60557)",COMMERCIAL,1499721
2016,5,"37066
(36.387698, -86.459057)",COMMERCIAL,44498
2016,5,"37218
(36.210699, -86.866798)",COMMERCIAL,4808054
2016,5,"37214
(36.168995, -86.667231)",COMMERCIAL,24711702
2016,5,"37215
(36.091316, -86.827959)",OUTDOOR LIGHTING,8167
2016,5,"37209
(36.149599, -86.874487)",COMMERCIAL,1783867
2016,5,"37027
(36.00245, -86.778709)",COMMERCIAL,9740418
2016,5,"37075
(36.323052, -86.60557)",COMMERCIAL,8349046
2016,5,"37086
(36.014912, -86.5643)",OUTDOOR LIGHTING,24553
2016,5,"37015
(36.29003, -87.070106)",RESIDENTIAL,441270
2016,5,"37204
(36.109305, -86.776748)",COMMERCIAL,14147201
2016,5,"37209
(36.149599, -86.874487)",OUTDOOR LIGHTING,14417
2016,5,"37082
(36.08832, -87.117051)",RESIDENTIAL,26197
2016,5,"37086
(36.014912, -86.5643)",COMMERCIAL,19214364
2016,5,"37216
(36.216134, -86.726204)",COMMERCIAL,561132
2016,5,"37208
(36.176427, -86.805176)",OUTDOOR LIGHTING,36750
2016,5,"37214
(36.168995, -86.667231)",COMMERCIAL,1161563
2016,5,"37210
(36.140869, -86.738847)",OUTDOOR LIGHTING,4873
2016,5,"37216
(36.216134, -86.726204)",OUTDOOR LIGHTING,3260
2016,5,"37214
(36.168995, -86.667231)",OUTDOOR LIGHTING,13746
2016,6,37237,COMMERCIAL,576000
2016,6,"37076
(36.175185, -86.5933)",COMMERCIAL,8303053
2016,6,"37080
(36.331509, -86.915843)",COMMERCIAL,168482
2016,6,"37015
(36.29003, -87.070106)",RESIDENTIAL,506956
2016,6,"37201
(36.164553, -86.776977)",RESIDENTIAL,64466
2016,6,"37206
(36.18095, -86.739624)",COMMERCIAL,797597
2016,6,"37218
(36.210699, -86.866798)",COMMERCIAL,446615
2016,6,"37227
(36.129798, -86.666977)",COMMERCIAL,665
2016,6,"37212
(36.133256, -86.801456)",COMMERCIAL,10343474
2016,6,"37219
(36.167467, -86.783669)",COMMERCIAL,154366
2016,6,"37189
(36.279393, -86.826731)",COMMERCIAL,105898
2016,6,"37220
(36.06788, -86.776955)",COMMERCIAL,153740
2016,6,"37210
(36.140869, -86.738847)",OUTDOOR LIGHTING,3953
2016,6,"37201
(36.164553, -86.776977)",COMMERCIAL,190044
2016,6,"37221
(36.064367, -86.96029)",COMMERCIAL,734376
2016,6,"37076
(36.175185, -86.5933)",OUTDOOR LIGHTING,0
2016,6,"37213
(36.167552, -86.767564)",COMMERCIAL,160668
2016,6,"37080
(36.331509, -86.915843)",COMMERCIAL,617105
2016,6,"37205
(36.112469, -86.867263)",COMMERCIAL,10813354
2016,6,"37075
(36.323052, -86.60557)",OUTDOOR LIGHTING,69856
2016,6,"37214
(36.168995, -86.667231)",COMMERCIAL,28567900
2016,6,"37212
(36.133256, -86.801456)",OUTDOOR LIGHTING,44775
2016,6,"37209
(36.149599, -86.874487)",RESIDENTIAL,3480967
2016,6,"37075
(36.323052, -86.60557)",COMMERCIAL,9740605
2016,6,"37217
(36.106646, -86.667608)",COMMERCIAL,1153384
2016,6,"37203
(36.150195, -86.790206)",COMMERCIAL,1713835
2016,6,"37115
(36.262567, -86.704171)",RESIDENTIAL,6138036
2016,6,"37227
(36.129798, -86.666977)",COMMERCIAL,91840
2016,6,"37214
(36.168995, -86.667231)",COMMERCIAL,1289835
2016,6,"37206
(36.18095, -86.739624)",COMMERCIAL,4118029
2016,6,"37189
(36.279393, -86.826731)",RESIDENTIAL,802112
2016,6,"37027
(36.00245, -86.778709)",RESIDENTIAL,7535930
2016,6,"37073
(36.42764, -86.812249)",COMMERCIAL,42520
2016,6,"37207
(36.224945, -86.775061)",OUTDOOR LIGHTING,5358
2016,6,"37220
(36.06788, -86.776955)",OUTDOOR LIGHTING,11386
2016,6,"37072
(36.350389, -86.731255)",COMMERCIAL,10101973
2016,6,"37206
(36.18095, -86.739624)",OUTDOOR LIGHTING,1829
2016,6,"37202
(36.158527, -86.782923)",COMMERCIAL,25200
2016,6,"37135
(35.946013, -86.661944)",COMMERCIAL,3298
2016,6,"37152
(36.396526, -86.765833)",RESIDENTIAL,5964
2016,6,"37138
(36.239455, -86.611783)",COMMERCIAL,22613273
2016,6,"37243
(36.166899, -86.77672)",COMMERCIAL,37281
2016,6,"37210
(36.140869, -86.738847)",RESIDENTIAL,1694596
2016,6,"37189
(36.279393, -86.826731)",COMMERCIAL,2697974
2016,6,"37135
(35.946013, -86.661944)",RESIDENTIAL,218113
2016,6,"37152
(36.396526, -86.765833)",COMMERCIAL,19485
2016,6,"37015
(36.29003, -87.070106)",COMMERCIAL,13586
2016,6,"37203
(36.150195, -86.790206)",OUTDOOR LIGHTING,543
2016,6,"37208
(36.176427, -86.805176)",COMMERCIAL,15195077
2016,6,"37027
(36.00245, -86.778709)",COMMERCIAL,10601727
2016,6,"37205
(36.112469, -86.867263)",COMMERCIAL,645013
2016,6,"37242
(36.165017, -86.782171)",COMMERCIAL,331200
2016,6,"37207
(36.224945, -86.775061)",RESIDENTIAL,6357648
2016,6,"37204
(36.109305, -86.776748)",OUTDOOR LIGHTING,13667
2016,6,"37152
(36.396526, -86.765833)",COMMERCIAL,57720
2016,6,"37027
(36.00245, -86.778709)",COMMERCIAL,808987
2016,6,"37229
(36.166687, -86.779932)",COMMERCIAL,1029250
2016,6,"37216
(36.216134, -86.726204)",COMMERCIAL,493939
2016,6,"37218
(36.210699, -86.866798)",RESIDENTIAL,3269533
2016,6,"37205
(36.112469, -86.867263)",SEASONAL CUSTOMER,21440
2016,6,"37086
(36.014912, -86.5643)",SEASONAL CUSTOMER,142
2016,6,"37066
(36.387698, -86.459057)",RESIDENTIAL,464321
2016,6,"37122
(36.187906, -86.500085)",COMMERCIAL,7015
2016,6,"37072
(36.350389, -86.731255)",OUTDOOR LIGHTING,13709
2016,6,"37207
(36.224945, -86.775061)",COMMERCIAL,15564882
2016,6,"37213
(36.167552, -86.767564)",COMMERCIAL,3110858
2016,6,"37075
(36.323052, -86.60557)",RESIDENTIAL,8449252
2016,6,"37215
(36.091316, -86.827959)",COMMERCIAL,4687151
2016,6,"37220
(36.06788, -86.776955)",RESIDENTIAL,2281770
2016,6,"37072
(36.350389, -86.731255)",RESIDENTIAL,5778494
2016,6,"37143
(36.12259, -87.03587)",RESIDENTIAL,432789
2016,6,"37013
(36.049335, -86.641832)",COMMERCIAL,14681616
2016,6,"37013
(36.049335, -86.641832)",OUTDOOR LIGHTING,3453
2016,6,"37069
(35.985493, -86.899213)",RESIDENTIAL,539888
2016,6,"37064
(35.889628, -86.926986)",RESIDENTIAL,5462
2016,6,"37228
(36.193837, -86.803025)",COMMERCIAL,5628127
2016,6,"37205
(36.112469, -86.867263)",RESIDENTIAL,6980379
2016,6,"37218
(36.210699, -86.866798)",COMMERCIAL,5346804
2016,6,"37086
(36.014912, -86.5643)",OUTDOOR LIGHTING,17634
2016,6,"37208
(36.176427, -86.805176)",OUTDOOR LIGHTING,32802
2016,6,"37086
(36.014912, -86.5643)",COMMERCIAL,659768
2016,6,"37215
(36.091316, -86.827959)",RESIDENTIAL,6198046
2016,6,"37015
(36.29003, -87.070106)",COMMERCIAL,40903
2016,6,"37209
(36.149599, -86.874487)",COMMERCIAL,1567741
2016,6,"37138
(36.239455, -86.611783)",OUTDOOR LIGHTING,10567
2016,6,"37066
(36.387698, -86.459057)",COMMERCIAL,572108
2016,6,"37072
(36.350389, -86.731255)",COMMERCIAL,1196484
2016,6,"37243
(36.166899, -86.77672)",RESIDENTIAL,39154
2016,6,"37211
(36.069132, -86.724578)",OUTDOOR LIGHTING,11280
2016,6,"37211
(36.069132, -86.724578)",RESIDENTIAL,7058463
2016,6,"37203
(36.150195, -86.790206)",RESIDENTIAL,700006
2016,6,"37207
(36.224945, -86.775061)",COMMERCIAL,1102702
2016,6,"37069
(35.985493, -86.899213)",COMMERCIAL,61280
2016,6,"37234
(36.159965, -86.783617)",COMMERCIAL,40
2016,6,"37138
(36.239455, -86.611783)",COMMERCIAL,459925
2016,6,"37076
(36.175185, -86.5933)",COMMERCIAL,903474
2016,6,"37073
(36.42764, -86.812249)",RESIDENTIAL,68026
2016,6,"37219
(36.167467, -86.783669)",RESIDENTIAL,21477
2016,6,"37086
(36.014912, -86.5643)",COMMERCIAL,19686057
2016,6,"37215
(36.091316, -86.827959)",OUTDOOR LIGHTING,4991
2016,6,"37243
(36.166899, -86.77672)",COMMERCIAL,2791660
2016,6,"37206
(36.18095, -86.739624)",RESIDENTIAL,3225138
2016,6,"37066
(36.387698, -86.459057)",COMMERCIAL,44275
2016,6,"37221
(36.064367, -86.96029)",OUTDOOR LIGHTING,8649
2016,6,"37204
(36.109305, -86.776748)",COMMERCIAL,16101715
2016,6,"37075
(36.323052, -86.60557)",COMMERCIAL,1630338
2016,6,"37143
(36.12259, -87.03587)",COMMERCIAL,20211
2016,6,"37228
(36.193837, -86.803025)",OUTDOOR LIGHTING,258
2016,6,"37204
(36.109305, -86.776748)",COMMERCIAL,1443026
2016,6,"37013
(36.049335, -86.641832)",RESIDENTIAL,8519127
2016,6,"37213
(36.167552, -86.767564)",RESIDENTIAL,880
2016,6,"37201
(36.164553, -86.776977)",COMMERCIAL,8134683
2016,6,"37189
(36.279393, -86.826731)",OUTDOOR LIGHTING,0
2016,6,"37221
(36.064367, -86.96029)",COMMERCIAL,4274034
2016,6,"37204
(36.109305, -86.776748)",RESIDENTIAL,1895189
2016,6,"37218
(36.210699, -86.866798)",OUTDOOR LIGHTING,0
2016,6,"37220
(36.06788, -86.776955)",COMMERCIAL,1849375
2016,6,"37214
(36.168995, -86.667231)",OUTDOOR LIGHTING,8194
2016,6,"37082
(36.08832, -87.117051)",RESIDENTIAL,26403
2016,6,"37027
(36.00245, -86.778709)",OUTDOOR LIGHTING,32973
2016,6,"37115
(36.262567, -86.704171)",COMMERCIAL,1311831
2016,6,"37138
(36.239455, -86.611783)",RESIDENTIAL,4579117
2016,6,"37216
(36.216134, -86.726204)",COMMERCIAL,3615853
2016,6,"37228
(36.193837, -86.803025)",RESIDENTIAL,42891
2016,6,"37217
(36.106646, -86.667608)",RESIDENTIAL,3627559
2016,6,"37208
(36.176427, -86.805176)",RESIDENTIAL,1814056
2016,6,"37212
(36.133256, -86.801456)",RESIDENTIAL,1451865
2016,6,"37203
(36.150195, -86.790206)",COMMERCIAL,70863864
2016,6,"37216
(36.216134, -86.726204)",OUTDOOR LIGHTING,2555
2016,6,"37080
(36.331509, -86.915843)",RESIDENTIAL,1297611
2016,6,"37212
(36.133256, -86.801456)",SEASONAL CUSTOMER,0
2016,6,"37080
(36.331509, -86.915843)",OUTDOOR LIGHTING,7200
2016,6,"37219
(36.167467, -86.783669)",COMMERCIAL,6271402
2016,6,"37115
(36.262567, -86.704171)",COMMERCIAL,10787036
2016,6,"37209
(36.149599, -86.874487)",COMMERCIAL,27019999
2016,6,"37115
(36.262567, -86.704171)",OUTDOOR LIGHTING,4800
2016,6,"37210
(36.140869, -86.738847)",SEASONAL CUSTOMER,0
2016,6,"37122
(36.187906, -86.500085)",RESIDENTIAL,707082
2016,6,"37082
(36.08832, -87.117051)",COMMERCIAL,333
2016,6,"37076
(36.175185, -86.5933)",RESIDENTIAL,5812133
2016,6,"37209
(36.149599, -86.874487)",OUTDOOR LIGHTING,14656
2016,6,"37215
(36.091316, -86.827959)",COMMERCIAL,921209
2016,6,"37210
(36.140869, -86.738847)",COMMERCIAL,30913839
2016,6,"37208
(36.176427, -86.805176)",COMMERCIAL,826051
2016,6,"37238
(36.166067, -86.779698)",COMMERCIAL,100500
2016,6,"37072
(36.350389, -86.731255)",SEASONAL CUSTOMER,1160
2016,6,"37212
(36.133256, -86.801456)",COMMERCIAL,589606
2016,6,"37205
(36.112469, -86.867263)",OUTDOOR LIGHTING,2389
2016,6,"37013
(36.049335, -86.641832)",COMMERCIAL,1067602
2016,6,"37069
(35.985493, -86.899213)",COMMERCIAL,5388
2016,6,"37214
(36.168995, -86.667231)",RESIDENTIAL,5488683
2016,6,"37217
(36.106646, -86.667608)",COMMERCIAL,13086744
2016,6,"37211
(36.069132, -86.724578)",COMMERCIAL,2599729
2016,6,"37211
(36.069132, -86.724578)",COMMERCIAL,21007735
2016,6,"37073
(36.42764, -86.812249)",COMMERCIAL,7833
2016,6,"37216
(36.216134, -86.726204)",RESIDENTIAL,3324215
2016,6,"37228
(36.193837, -86.803025)",COMMERCIAL,179449
2016,6,"37221
(36.064367, -86.96029)",RESIDENTIAL,5752310
2016,6,"37210
(36.140869, -86.738847)",COMMERCIAL,2382637
2016,6,"37086
(36.014912, -86.5643)",RESIDENTIAL,3076232
2016,6,"37217
(36.106646, -86.667608)",OUTDOOR LIGHTING,1235
2016,7,37237,COMMERCIAL,648000
2016,7,"37189
(36.279393, -86.826731)",OUTDOOR LIGHTING,0
2016,7,"37217
(36.106646, -86.667608)",COMMERCIAL,1079805
2016,7,"37228
(36.193837, -86.803025)",COMMERCIAL,6151570
2016,7,"37205
(36.112469, -86.867263)",SEASONAL CUSTOMER,33920
2016,7,"37209
(36.149599, -86.874487)",OUTDOOR LIGHTING,20858
2016,7,"37076
(36.175185, -86.5933)",RESIDENTIAL,6154962
2016,7,"37066
(36.387698, -86.459057)",COMMERCIAL,56105
2016,7,"37206
(36.18095, -86.739624)",COMMERCIAL,858129
2016,7,"37214
(36.168995, -86.667231)",COMMERCIAL,30402756
2016,7,"37143
(36.12259, -87.03587)",COMMERCIAL,29247
2016,7,"37013
(36.049335, -86.641832)",COMMERCIAL,15264156
2016,7,"37215
(36.091316, -86.827959)",COMMERCIAL,6258592
2016,7,"37212
(36.133256, -86.801456)",SEASONAL CUSTOMER,0
2016,7,"37209
(36.149599, -86.874487)",COMMERCIAL,2122071
2016,7,"37207
(36.224945, -86.775061)",OUTDOOR LIGHTING,4434
2016,7,"37082
(36.08832, -87.117051)",RESIDENTIAL,37793
2016,7,"37189
(36.279393, -86.826731)",COMMERCIAL,2832013
2016,7,"37216
(36.216134, -86.726204)",COMMERCIAL,547969
2016,7,"37214
(36.168995, -86.667231)",RESIDENTIAL,5844992
2016,7,"37243
(36.166899, -86.77672)",COMMERCIAL,2923970
2016,7,"37204
(36.109305, -86.776748)",COMMERCIAL,1452358
2016,7,"37217
(36.106646, -86.667608)",RESIDENTIAL,3751165
2016,7,"37115
(36.262567, -86.704171)",RESIDENTIAL,6839595
2016,7,"37212
(36.133256, -86.801456)",COMMERCIAL,803263
2016,7,"37189
(36.279393, -86.826731)",COMMERCIAL,116747
2016,7,"37229
(36.166687, -86.779932)",COMMERCIAL,1229750
2016,7,"37204
(36.109305, -86.776748)",OUTDOOR LIGHTING,14022
2016,7,"37075
(36.323052, -86.60557)",OUTDOOR LIGHTING,52873
2016,7,"37228
(36.193837, -86.803025)",OUTDOOR LIGHTING,326
2016,7,"37211
(36.069132, -86.724578)",OUTDOOR LIGHTING,8640
2016,7,"37243
(36.166899, -86.77672)",RESIDENTIAL,37240
2016,7,"37212
(36.133256, -86.801456)",COMMERCIAL,11993077
2016,7,"37210
(36.140869, -86.738847)",RESIDENTIAL,1730552
2016,7,"37218
(36.210699, -86.866798)",RESIDENTIAL,4791960
2016,7,"37076
(36.175185, -86.5933)",COMMERCIAL,8622647
2016,7,"37069
(35.985493, -86.899213)",RESIDENTIAL,941198
2016,7,"37238
(36.166067, -86.779698)",COMMERCIAL,112500
2016,7,"37076
(36.175185, -86.5933)",COMMERCIAL,884663
2016,7,"37075
(36.323052, -86.60557)",RESIDENTIAL,10228620
2016,7,"37214
(36.168995, -86.667231)",OUTDOOR LIGHTING,5048
2016,7,"37086
(36.014912, -86.5643)",RESIDENTIAL,2995154
2016,7,"37220
(36.06788, -86.776955)",RESIDENTIAL,2918580
2016,7,"37219
(36.167467, -86.783669)",COMMERCIAL,151968
2016,7,"37115
(36.262567, -86.704171)",COMMERCIAL,1395483
2016,7,"37221
(36.064367, -86.96029)",COMMERCIAL,862908
2016,7,"37208
(36.176427, -86.805176)",COMMERCIAL,1114973
2016,7,"37027
(36.00245, -86.778709)",COMMERCIAL,11916371
2016,7,"37212
(36.133256, -86.801456)",RESIDENTIAL,2356412
2016,7,"37209
(36.149599, -86.874487)",COMMERCIAL,30853329
2016,7,"37205
(36.112469, -86.867263)",RESIDENTIAL,10451036
2016,7,"37203
(36.150195, -86.790206)",RESIDENTIAL,1057572
2016,7,"37201
(36.164553, -86.776977)",COMMERCIAL,180654
2016,7,"37080
(36.331509, -86.915843)",COMMERCIAL,724736
2016,7,"37219
(36.167467, -86.783669)",COMMERCIAL,6432197
2016,7,"37215
(36.091316, -86.827959)",RESIDENTIAL,10032026
2016,7,"37138
(36.239455, -86.611783)",OUTDOOR LIGHTING,3535
